,ProductName,EngineVersion,AppVersion,AvSigVersion,Platform,Processor,OsVer,OsPlatformSubRelease,OsBuildLab,SkuEdition,PuaMode,Census_MDC2FormFactor,Census_DeviceFamily,Census_ProcessorClass,Census_PrimaryDiskTypeName,Census_ChassisTypeName,Census_PowerPlatformRoleName,Census_InternalBatteryType,Census_OSVersion,Census_OSArchitecture,Census_OSBranch,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSWUAutoUpdateOptionsName,Census_GenuineStateName,Census_ActivationChannel,Census_FlightRing,OsBuildLab_platform,OsBuildLab_release,IsBeta,RtpStateBitfield,IsSxsPassiveMode,HasTpm,AutoSampleOptIn,Census_HasOpticalDiskDrive,Census_IsPortableOperatingSystem,Census_IsSecureBootEnabled,Census_IsTouchEnabled,Census_IsPenCapable,HasDetections,EngineVersion_major,EngineVersion_minor,EngineVersion_build2,AppVersion_major,AppVersion_minor,AvSigVersion_major,AvSigVersion_build2,Census_OSVersion_major,Census_OSVersion_minor,OsVer_major,OsVer_minor,OsVer_build1,OsVer_build2,CountryIdentifier,LocaleEnglishNameIdentifier,OsBuild,OsSuite,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSUILocaleIdentifier,EngineVersion_build1,AppVersion_build1,AppVersion_build2,AvSigVersion_minor,AvSigVersion_build1,Census_OSVersion_build1,Census_OSVersion_build2,OsBuildLab_major,OsBuildLab_minor,OsBuildLab_build2,OsBuildLab_build1,DefaultBrowsersIdentifier,AVProductsInstalled,AVProductsEnabled,OrganizationIdentifier,GeoNameIdentifier,IsProtected,SMode,IeVerIdentifier,Firewall,UacLuaenable,Census_OEMNameIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_ProcessorModelIdentifier,Census_TotalPhysicalRAM,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_InternalPrimaryDisplayResolutionVertical,Census_OSInstallLanguageIdentifier,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,RtpStateBitfield_wasna,EngineVersion_combined,AppVersion_combined,AvSigVersion_combined,AVProductStatesIdentifier,CityIdentifier,Census_OEMModelIdentifier,Census_PrimaryDiskTotalCapacity,Census_SystemVolumeTotalCapacity,Census_InternalBatteryNumberOfCharges,Census_FirmwareVersionIdentifier,Census_OSVersion_combined,OsVer_combined,OsBuildLab_combined
0,1,8,33,295,0,0,0,3,50,4,0,5,0,1,1,7,2,6,50,0,2,1,1,2,5,1,2,1,-0.3443373820284292,-0.309445462306527,0,7,0,1,0,0,0,0,0,0,1,1,1,1,4,18,1,0,10,0,10,0,0,0,1.4742568682897925,-1.089942578141088,0.3301555707361546,768,0.3017197780881256,665,2.0407165246602665,15200,1807,18075,275,1187,16299,665,0.3301555707361546,-0.2157221842589127,-0.08307238176336088,180808,,1.0,1.0,27.0,0.8944649341534767,1.0,0.0,-0.18643868138289849,1.0,1.0,-0.025163865361476082,0.033867307479817005,5.0,0.3122417290242941,2.6608100823133594,-0.22059493282977116,1.3129285545616656,0.9748409828102415,2.2085811308411114,,0.0,,0.7190307926786056,,0.0,0.0,1.0,-0.13295639546247606,0.0,10020.0,40030.0,10280.0,0.4239687355654917,1.2612119013836176,-0.06655133095298053,-1.0483412566901196,-0.7410761741822568,-0.6205302016690467,-0.04788342255761903,100016.3,100000.0,162990820.0
1,1,8,33,273,0,0,0,2,45,6,0,5,0,1,0,7,2,6,53,0,1,7,7,2,5,0,2,1,-0.3443373820284292,-0.9527832217795562,0,7,0,1,0,0,0,0,0,0,0,1,1,1,4,18,1,0,10,0,10,0,0,0,1.442605512106835,1.9233848462543677,-0.1899944881908524,256,-0.27665499930473536,138,1.787572999924142,15200,1807,18075,275,784,15063,138,-0.1899944881908524,-0.3407401810354819,0.24989857422326603,170317,,2.0,1.0,,1.0293258364005144,1.0,0.0,-0.38585868751994845,1.0,1.0,1.7787969710021367,-1.016019224394511,5.0,1.0490726896141072,-0.4636752073349929,-0.15718618541572238,-0.5486622891322939,-0.6624796297260963,1.8384673916425842,,0.0,,2.2809430895114047,,0.0,0.0,1.0,0.7401088088713261,0.0,10020.0,40030.0,10270.0,-0.250733110932606,-0.7621105411227722,0.9319702033682022,-0.5281435640652551,-0.11994591583844068,-0.6205302016690467,1.3837645854919214,100015.06,100000.0,150630180.0
2,1,18,33,177,0,0,0,3,49,4,0,5,0,1,0,9,2,2,44,0,3,1,1,6,3,1,2,1,-0.3443373820284292,0.012223417429987638,0,7,0,1,0,0,0,1,0,0,1,1,1,1,4,18,1,0,10,0,10,0,0,0,1.1102662721857817,1.3207193613752766,0.3301555707361546,768,0.3017197780881256,431,-0.9126245972611843,15100,1807,18075,273,1005,16299,431,0.3301555707361546,-0.25615186610502455,0.536408466583852,180502,,2.0,1.0,27.0,0.6472199467005746,1.0,0.0,-0.18643868138289849,1.0,1.0,-0.570929970890991,0.033867307479817005,5.0,0.6356691803722978,0.5778198892144579,-0.22059493282977116,1.3129285545616656,0.9748409828102415,-1.1224425219456344,,0.0,0.0,-0.18715156029435956,0.0,0.0,0.0,0.0,-1.0060215997962783,0.0,10020.0,40030.0,10270.0,-0.23468195953929605,-1.2750887085082463,0.18732756807858872,1.3142221988229572,2.0317871811354746,-0.6205302016690467,-0.6467276034405796,100016.3,100000.0,162990610.0
3,1,8,33,312,0,0,0,3,47,4,0,4,0,1,1,5,4,4,38,0,2,1,1,7,3,1,0,1,-0.3443373820284292,-0.6311143420430415,0,7,0,1,0,0,0,0,1,0,0,1,1,1,4,18,1,0,10,0,10,0,0,0,1.3476514435579627,-0.47257793509421425,0.3301555707361546,768,0.3017197780881256,125,-0.6805763662530703,15200,1807,18075,275,1458,16299,125,0.3301555707361546,-0.33779627216319225,-0.911628016427758,170928,,1.0,1.0,27.0,-0.9711108802638764,1.0,0.0,0.2124013308912014,1.0,1.0,1.7187126291089792,0.033867307479817005,5.0,-0.5704963524743928,-0.4636752073349929,-1.1431300422655395,0.02258399864383083,6.054733139653751,-0.6598003479474752,,0.0,0.0,-1.1570854355870308,0.0,0.0,1.0,0.0,-1.4425542019631794,0.0,10020.0,40030.0,10280.0,0.4239687355654917,0.3462636762750519,1.2184336678689724,-1.2257426419101334,-1.0394546026154392,-0.6205301502196376,-0.9874860415439166,100016.3,100000.0,162990190.0
4,1,8,33,300,0,1,0,4,52,4,0,5,0,1,0,7,2,6,75,1,4,1,1,2,2,1,2,1,2.904128486164299,0.33389229716650226,0,7,0,1,0,0,0,0,0,0,1,1,1,1,4,18,1,0,10,0,10,0,0,0,1.3476514435579627,-0.6636669912753894,0.6815514438785906,768,0.6924503113591927,165,-0.6805763662530703,15200,1807,18075,275,75,17134,165,0.6815514438785906,-0.34054392044399595,0.13374591515816361,180410,,2.0,1.0,18.0,1.141709921606379,1.0,0.0,0.25671688781054586,1.0,1.0,-0.025163865361476082,0.033867307479817005,1.0,-2.850295116675547,0.5778198892144579,-0.45931021721207244,-0.5486622891322939,-0.6624796297260963,-0.6598003479474752,,0.0,,0.4731320637311678,,0.0,0.0,1.0,-1.4425542019631794,0.0,10020.0,40030.0,10270.0,-0.23468195953929605,-1.452726067957001,0.09510554199134877,1.3142221988229572,-0.4615429845496072,-0.6205302016690467,0.40983216378480586,100017.13,100000.0,171340180.0
5,1,18,32,134,0,0,0,3,47,6,0,5,0,1,0,7,2,6,38,0,2,7,7,2,5,1,2,1,-0.3443373820284292,-0.6311143420430415,0,7,0,1,0,0,0,0,0,0,1,1,1,1,4,18,1,0,10,0,10,0,0,0,-1.0420259482553254,1.4383126267175381,0.3301555707361546,256,0.3017197780881256,125,-0.6172904850690392,15100,1806,18062,273,461,16299,125,0.3301555707361546,-0.33779627216319225,-0.911628016427758,170928,,1.0,1.0,27.0,-1.3307399529226434,1.0,0.0,0.2124013308912014,1.0,1.0,-0.025163865361476082,-1.016019224394511,1.0,-2.3675857250020225,-0.4636752073349929,-0.45931021721207244,-0.5486622891322939,-0.6624796297260963,-0.5672719131478434,,0.0,,0.4731320637311678,,0.0,0.0,0.0,0.5218425077878756,0.0,10020.0,40030.0,10270.0,0.4239687355654917,0.18856022778708736,-0.17538212837523967,-0.04045733959762579,0.4618364329306661,-0.6205302016690467,-0.049652064969920084,100016.3,100000.0,162990190.0
6,1,8,33,246,0,0,0,4,51,6,0,5,0,1,1,7,2,6,78,0,4,7,7,8,2,1,0,1,-0.3443373820284292,0.33389229716650226,0,7,0,1,0,0,0,1,0,0,1,1,1,1,4,18,1,0,10,0,10,0,0,0,-0.2032650094069527,0.056591758945963355,0.6815514438785906,256,0.6924503113591927,228,0.18433067659535454,15200,1807,18075,275,316,17134,228,0.6815514438785906,-0.34054392044399595,0.13374591515816361,180410,,1.0,1.0,,-0.5552897650021772,1.0,0.0,0.25671688781054586,1.0,1.0,-0.570929970890991,0.033867307479817005,5.0,0.3803317187817685,0.5778198892144579,-0.22059493282977116,1.3129285545616656,0.9748409828102415,0.2654840000488431,,0.0,,-0.18715156029435956,,0.0,0.0,0.0,1.6131740132051284,0.0,10020.0,40030.0,10270.0,0.4239687355654917,0.8191708218310882,0.18754773406148872,-0.7015427949402099,-0.3744345965687277,-0.6205302016690467,-1.2288377061148454,100017.13,100000.0,171340180.0
7,1,18,33,122,0,0,0,4,51,6,0,2,0,1,0,2,0,6,77,0,4,7,7,7,2,1,1,1,-0.3443373820284292,0.33389229716650226,0,7,0,1,0,0,0,0,0,0,1,1,1,1,4,18,1,0,10,0,10,0,0,0,1.442605512106835,1.9233848462543677,0.6815514438785906,256,0.6924503113591927,191,1.787572999924142,15100,1807,18075,273,781,17134,191,0.6815514438785906,-0.34054392044399595,0.13374591515816361,180410,,1.0,1.0,,1.0293258364005144,1.0,0.0,0.25671688781054586,1.0,1.0,1.6786564011802074,2.133640371228473,5.0,0.8472345056901649,2.6608100823133594,1.6095555807678719,3.4635028144247233,2.864057074198324,1.8384673916425842,,0.0,,-1.1570854355870308,,0.0,0.0,0.0,0.7401088088713261,0.0,10020.0,40030.0,10270.0,0.4239687355654917,-0.7718641366999173,0.9705267711235658,1.3142221988229572,0.5385765501398136,1.6115256514761434,-1.1219482146842406,100017.13,100000.0,171340180.0
8,1,8,22,342,0,0,0,3,47,4,0,5,0,1,0,9,2,4,43,0,2,3,3,7,2,1,2,1,-0.3443373820284292,-0.6311143420430415,0,7,0,1,0,0,0,1,0,0,0,1,1,1,4,12,1,0,10,0,10,0,0,0,1.442605512106835,1.9233848462543677,0.3301555707361546,768,0.3017197780881256,371,1.787572999924142,15200,16299,15,275,226,16299,371,0.3301555707361546,-0.33779627216319225,-0.911628016427758,170928,,2.0,1.0,27.0,1.0293258364005144,1.0,0.0,-0.18643868138289849,1.0,1.0,-0.570929970890991,0.033867307479817005,5.0,-0.07684392673270289,-0.4636752073349929,-0.22059493282977116,-0.5486622891322939,-0.6624796297260963,1.8384673916425842,,0.0,0.0,-0.18715156029435956,0.0,0.0,0.0,0.0,0.7401088088713261,0.0,10020.0,40030.0,10270.0,-0.8053972519678038,-0.31521298377245605,0.1861716966683637,-0.04045733959762579,0.4175433428865364,-0.6205302016690467,-0.64786134857667,100016.3,100000.0,162990190.0
9,1,18,30,117,0,0,0,4,51,4,0,5,0,1,0,7,2,4,73,0,4,3,3,6,3,1,0,1,-0.3443373820284292,0.33389229716650226,0,7,0,1,0,1,0,1,0,0,0,1,1,1,4,14,1,0,10,0,10,0,0,0,-0.2665677217728676,-0.8253577311209993,0.6815514438785906,768,0.6924503113591927,112,-0.6805763662530703,15100,17639,18041,273,713,17134,112,0.6815514438785906,-0.34054392044399595,0.13374591515816361,180410,,2.0,1.0,27.0,-0.6339586246462824,1.0,0.0,0.25671688781054586,1.0,1.0,-0.09955400294348074,0.033867307479817005,5.0,-0.013617507672190889,-0.4636752073349929,-0.22059493282977116,-0.5486622891322939,-0.6624796297260963,-0.6598003479474752,,0.0,0.0,0.7190307926786056,0.0,0.0,0.0,0.0,0.08530990562097449,0.0,10020.0,40030.0,10270.0,-1.701355918102993,-1.3890838568161294,-0.007767013518678967,1.3142221988229572,-0.46131928207463685,-0.6205302016690467,-0.05128465796589029,100017.13,100000.0,171340180.0
